iso3,year_month,political_violence_events_preagg
ARG,2018-01-01,1
ARG,2018-02-01,4
ARG,2018-03-01,8
ARG,2018-04-01,6
ARG,2018-05-01,3
ARG,2018-06-01,9
ARG,2018-07-01,7
ARG,2018-08-01,5
ARG,2018-09-01,10
ARG,2018-10-01,16
ARG,2018-11-01,8
ARG,2018-12-01,12
ARG,2019-01-01,11
ARG,2019-02-01,8
ARG,2019-03-01,1
ARG,2019-04-01,4
ARG,2019-05-01,11
ARG,2019-06-01,8
ARG,2019-07-01,5
ARG,2019-08-01,11
ARG,2019-09-01,2
ARG,2019-10-01,6
ARG,2019-11-01,1
ARG,2019-12-01,7
ARG,2020-01-01,7
ARG,2020-02-01,1
ARG,2020-03-01,1
ARG,2020-04-01,11
ARG,2020-05-01,9
ARG,2020-06-01,7
ARG,2020-07-01,9
ARG,2020-08-01,6
ARG,2020-09-01,6
ARG,2020-10-01,8
ARG,2020-11-01,8
ARG,2020-12-01,5
ARG,2021-01-01,2
ARG,2021-02-01,3
ARG,2021-03-01,4
ARG,2021-04-01,7
ARG,2021-05-01,3
ARG,2021-06-01,7
ARG,2021-07-01,4
ARG,2021-08-01,13
ARG,2021-09-01,9
ARG,2021-10-01,9
ARG,2021-11-01,13
ARG,2021-12-01,7
ARG,2022-01-01,7
ARG,2022-02-01,2
ARG,2022-03-01,4
ARG,2022-04-01,5
ARG,2022-05-01,3
ARG,2022-06-01,6
ARG,2022-07-01,6
ARG,2022-08-01,2
ARG,2022-09-01,3
ARG,2022-10-01,8
ARG,2022-11-01,10
ARG,2022-12-01,9
ARG,2023-01-01,10
ARG,2023-02-01,9
ARG,2023-03-01,8
ARG,2023-04-01,8
ARG,2023-05-01,7
ARG,2023-06-01,3
ARG,2023-07-01,2
ARG,2023-08-01,3
ARG,2023-09-01,5
ARG,2023-10-01,2
ARG,2024-04-01,1
ARG,2024-05-01,1
ARG,2024-06-01,1
ARG,2024-09-01,2
ARG,2024-10-01,7
ARG,2024-11-01,1
ARG,2024-12-01,1
BRA,2018-01-01,828
BRA,2018-02-01,765
BRA,2018-03-01,876
BRA,2018-04-01,898
BRA,2018-05-01,648
BRA,2018-06-01,758
BRA,2018-07-01,809
BRA,2018-08-01,1027
BRA,2018-09-01,530
BRA,2018-10-01,651
BRA,2018-11-01,676
BRA,2018-12-01,566
BRA,2019-01-01,858
BRA,2019-02-01,434
BRA,2019-03-01,594
BRA,2019-04-01,487
BRA,2019-05-01,571
BRA,2019-06-01,517
BRA,2019-07-01,586
BRA,2019-08-01,541
BRA,2019-09-01,465
BRA,2019-10-01,558
BRA,2019-11-01,522
BRA,2019-12-01,551
BRA,2020-01-01,770
BRA,2020-02-01,552
BRA,2020-03-01,617
BRA,2020-04-01,619
BRA,2020-05-01,523
BRA,2020-06-01,444
BRA,2020-07-01,519
BRA,2020-08-01,513
BRA,2020-09-01,539
BRA,2020-10-01,637
BRA,2020-11-01,556
BRA,2020-12-01,554
BRA,2021-01-01,641
BRA,2021-02-01,486
BRA,2021-03-01,575
BRA,2021-04-01,583
BRA,2021-05-01,611
BRA,2021-06-01,594
BRA,2021-07-01,570
BRA,2021-08-01,616
BRA,2021-09-01,662
BRA,2021-10-01,705
BRA,2021-11-01,671
BRA,2021-12-01,632
BRA,2022-01-01,665
BRA,2022-02-01,593
BRA,2022-03-01,690
BRA,2022-04-01,736
BRA,2022-05-01,854
BRA,2022-06-01,768
BRA,2022-07-01,881
BRA,2022-08-01,950
BRA,2022-09-01,872
BRA,2022-10-01,869
BRA,2022-11-01,845
BRA,2022-12-01,740
BRA,2023-01-01,823
BRA,2023-02-01,718
BRA,2023-03-01,814
BRA,2023-04-01,727
BRA,2023-05-01,852
BRA,2023-06-01,764
BRA,2023-07-01,854
BRA,2023-08-01,870
BRA,2023-09-01,818
BRA,2023-10-01,807
BRA,2023-11-01,713
BRA,2023-12-01,667
BRA,2024-01-01,767
BRA,2024-02-01,646
BRA,2024-03-01,787
BRA,2024-04-01,716
BRA,2024-05-01,656
BRA,2024-06-01,662
BRA,2024-07-01,682
BRA,2024-08-01,792
BRA,2024-09-01,773
BRA,2024-10-01,795
BRA,2024-11-01,722
BRA,2024-12-01,687
COL,2018-01-01,192
COL,2018-02-01,135
COL,2018-03-01,110
COL,2018-04-01,175
COL,2018-05-01,146
COL,2018-06-01,130
COL,2018-07-01,151
COL,2018-08-01,169
COL,2018-09-01,143
COL,2018-10-01,141
COL,2018-11-01,174
COL,2018-12-01,173
COL,2019-01-01,163
COL,2019-02-01,168
COL,2019-03-01,207
COL,2019-04-01,177
COL,2019-05-01,179
COL,2019-06-01,160
COL,2019-07-01,152
COL,2019-08-01,147
COL,2019-09-01,131
COL,2019-10-01,141
COL,2019-11-01,103
COL,2019-12-01,80
COL,2020-01-01,186
COL,2020-02-01,165
COL,2020-03-01,166
COL,2020-04-01,118
COL,2020-05-01,143
COL,2020-06-01,140
COL,2020-07-01,152
COL,2020-08-01,152
COL,2020-09-01,195
COL,2020-10-01,136
COL,2020-11-01,214
COL,2020-12-01,195
COL,2021-01-01,206
COL,2021-02-01,167
COL,2021-03-01,246
COL,2021-04-01,253
COL,2021-05-01,280
COL,2021-06-01,212
COL,2021-07-01,224
COL,2021-08-01,201
COL,2021-09-01,156
COL,2021-10-01,197
COL,2021-11-01,133
COL,2021-12-01,129
COL,2022-01-01,252
COL,2022-02-01,278
COL,2022-03-01,227
COL,2022-04-01,199
COL,2022-05-01,241
COL,2022-06-01,193
COL,2022-07-01,304
COL,2022-08-01,208
COL,2022-09-01,199
COL,2022-10-01,216
COL,2022-11-01,218
COL,2022-12-01,166
COL,2023-01-01,207
COL,2023-02-01,218
COL,2023-03-01,250
COL,2023-04-01,207
COL,2023-05-01,226
COL,2023-06-01,208
COL,2023-07-01,282
COL,2023-08-01,300
COL,2023-09-01,264
COL,2023-10-01,239
COL,2023-11-01,226
COL,2023-12-01,207
COL,2024-01-01,242
COL,2024-02-01,191
COL,2024-03-01,203
COL,2024-04-01,200
COL,2024-05-01,171
COL,2024-06-01,174
COL,2024-07-01,153
COL,2024-08-01,215
COL,2024-09-01,207
COL,2024-10-01,234
COL,2024-11-01,202
COL,2024-12-01,177
DOM,2018-01-01,4
DOM,2018-02-01,3
DOM,2018-03-01,3
DOM,2018-04-01,2
DOM,2018-05-01,1
DOM,2018-06-01,3
DOM,2018-07-01,2
DOM,2018-08-01,3
DOM,2018-09-01,0
DOM,2018-10-01,8
DOM,2018-11-01,1
DOM,2018-12-01,1
DOM,2019-01-01,1
DOM,2019-02-01,3
DOM,2019-03-01,1
DOM,2019-04-01,1
DOM,2019-05-01,2
DOM,2019-06-01,1
DOM,2019-07-01,1
DOM,2019-08-01,2
DOM,2019-09-01,2
DOM,2019-10-01,0
DOM,2019-11-01,2
DOM,2019-12-01,2
DOM,2020-01-01,1
DOM,2020-02-01,5
DOM,2020-03-01,2
DOM,2020-04-01,1
DOM,2020-05-01,1
DOM,2020-06-01,1
DOM,2020-07-01,1
DOM,2020-08-01,1
DOM,2020-09-01,2
DOM,2020-10-01,1
DOM,2020-11-01,0
DOM,2020-12-01,0
DOM,2021-01-01,0
DOM,2021-02-01,0
DOM,2021-03-01,2
DOM,2021-04-01,1
DOM,2021-05-01,0
DOM,2021-06-01,1
DOM,2021-07-01,0
DOM,2021-08-01,0
DOM,2021-09-01,3
DOM,2021-10-01,0
DOM,2021-11-01,0
DOM,2021-12-01,0
DOM,2022-01-01,4
DOM,2022-02-01,4
DOM,2022-03-01,5
DOM,2022-04-01,5
DOM,2022-05-01,7
DOM,2022-06-01,4
DOM,2022-07-01,4
DOM,2022-08-01,1
DOM,2022-09-01,2
DOM,2022-10-01,5
DOM,2022-11-01,2
DOM,2022-12-01,5
DOM,2023-01-01,2
DOM,2023-02-01,5
DOM,2023-03-01,2
DOM,2023-04-01,3
DOM,2023-05-01,1
DOM,2023-06-01,3
DOM,2023-08-01,3
DOM,2023-09-01,2
DOM,2023-10-01,3
DOM,2023-11-01,2
DOM,2023-12-01,2
DOM,2024-01-01,2
DOM,2024-02-01,3
DOM,2024-03-01,3
DOM,2024-04-01,3
DOM,2024-05-01,2
DOM,2024-06-01,1
DOM,2024-07-01,1
DOM,2024-08-01,3
DOM,2024-09-01,2
DOM,2024-10-01,6
DOM,2024-11-01,4
DOM,2024-12-01,4
ECU,2018-01-01,2
ECU,2018-02-01,1
ECU,2018-03-01,3
ECU,2018-04-01,1
ECU,2018-05-01,1
ECU,2018-06-01,1
ECU,2018-07-01,0
ECU,2018-08-01,1
ECU,2018-09-01,0
ECU,2018-10-01,1
ECU,2018-11-01,1
ECU,2018-12-01,1
ECU,2019-01-01,0
ECU,2019-02-01,1
ECU,2019-03-01,1
ECU,2019-04-01,2
ECU,2019-05-01,3
ECU,2019-06-01,5
ECU,2019-07-01,6
ECU,2019-08-01,4
ECU,2019-09-01,5
ECU,2019-10-01,4
ECU,2019-11-01,1
ECU,2019-12-01,0
ECU,2020-01-01,4
ECU,2020-02-01,1
ECU,2020-03-01,4
ECU,2020-04-01,6
ECU,2020-05-01,1
ECU,2020-06-01,6
ECU,2020-07-01,6
ECU,2020-08-01,1
ECU,2020-09-01,2
ECU,2020-10-01,5
ECU,2020-11-01,2
ECU,2020-12-01,6
ECU,2021-01-01,3
ECU,2021-02-01,3
ECU,2021-03-01,1
ECU,2021-04-01,3
ECU,2021-05-01,2
ECU,2021-06-01,4
ECU,2021-07-01,0
ECU,2021-08-01,4
ECU,2021-09-01,3
ECU,2021-10-01,2
ECU,2021-11-01,2
ECU,2021-12-01,2
ECU,2022-01-01,3
ECU,2022-02-01,2
ECU,2022-03-01,4
ECU,2022-04-01,2
ECU,2022-05-01,10
ECU,2022-06-01,12
ECU,2022-07-01,6
ECU,2022-08-01,9
ECU,2022-09-01,15
ECU,2022-10-01,7
ECU,2022-11-01,6
ECU,2022-12-01,11
ECU,2023-01-01,181
ECU,2023-02-01,208
ECU,2023-03-01,144
ECU,2023-04-01,258
ECU,2023-05-01,236
ECU,2023-06-01,193
ECU,2023-07-01,195
ECU,2023-08-01,212
ECU,2023-09-01,295
ECU,2023-10-01,200
ECU,2023-11-01,239
ECU,2023-12-01,221
ECU,2024-01-01,233
ECU,2024-02-01,139
ECU,2024-03-01,175
ECU,2024-04-01,153
ECU,2024-05-01,248
ECU,2024-06-01,224
ECU,2024-07-01,233
ECU,2024-08-01,243
ECU,2024-09-01,243
ECU,2024-10-01,245
ECU,2024-11-01,216
ECU,2024-12-01,207
EGY,2000-01-01,3
EGY,2000-02-01,0
EGY,2000-03-01,1
EGY,2000-04-01,0
EGY,2000-05-01,0
EGY,2000-06-01,2
EGY,2000-07-01,0
EGY,2000-08-01,0
EGY,2000-09-01,0
EGY,2000-10-01,8
EGY,2000-11-01,10
EGY,2000-12-01,1
EGY,2001-01-01,0
EGY,2001-02-01,2
EGY,2001-03-01,1
EGY,2001-04-01,0
EGY,2001-05-01,0
EGY,2001-06-01,2
EGY,2001-07-01,1
EGY,2001-08-01,0
EGY,2001-09-01,0
EGY,2001-10-01,0
EGY,2001-11-01,0
EGY,2001-12-01,0
EGY,2002-01-01,0
EGY,2002-02-01,2
EGY,2002-03-01,1
EGY,2002-04-01,1
EGY,2002-05-01,0
EGY,2002-06-01,0
EGY,2002-07-01,0
EGY,2002-08-01,1
EGY,2002-09-01,0
EGY,2002-10-01,0
EGY,2002-11-01,0
EGY,2002-12-01,0
EGY,2003-01-01,0
EGY,2003-02-01,0
EGY,2003-03-01,0
EGY,2003-04-01,0
EGY,2003-05-01,0
EGY,2003-06-01,0
EGY,2003-07-01,0
EGY,2003-08-01,0
EGY,2003-09-01,0
EGY,2003-10-01,0
EGY,2003-11-01,0
EGY,2003-12-01,0
EGY,2004-01-01,0
EGY,2004-02-01,0
EGY,2004-03-01,0
EGY,2004-04-01,0
EGY,2004-05-01,0
EGY,2004-06-01,0
EGY,2004-07-01,0
EGY,2004-08-01,0
EGY,2004-09-01,0
EGY,2004-10-01,1
EGY,2004-11-01,0
EGY,2004-12-01,0
EGY,2005-01-01,0
EGY,2005-02-01,1
EGY,2005-03-01,0
EGY,2005-04-01,2
EGY,2005-05-01,0
EGY,2005-06-01,0
EGY,2005-07-01,1
EGY,2005-08-01,0
EGY,2005-09-01,0
EGY,2005-10-01,1
EGY,2005-11-01,2
EGY,2005-12-01,7
EGY,2006-01-01,0
EGY,2006-02-01,0
EGY,2006-03-01,0
EGY,2006-04-01,2
EGY,2006-05-01,0
EGY,2006-06-01,0
EGY,2006-07-01,0
EGY,2006-08-01,0
EGY,2006-09-01,0
EGY,2006-10-01,0
EGY,2006-11-01,0
EGY,2006-12-01,0
EGY,2007-01-01,0
EGY,2007-02-01,0
EGY,2007-03-01,0
EGY,2007-04-01,0
EGY,2007-05-01,1
EGY,2007-06-01,0
EGY,2007-07-01,1
EGY,2007-08-01,0
EGY,2007-09-01,0
EGY,2007-10-01,0
EGY,2007-11-01,0
EGY,2007-12-01,0
EGY,2008-01-01,4
EGY,2008-02-01,1
EGY,2008-03-01,6
EGY,2008-04-01,1
EGY,2008-05-01,3
EGY,2008-06-01,1
EGY,2008-07-01,4
EGY,2008-08-01,3
EGY,2008-09-01,2
EGY,2008-10-01,2
EGY,2008-11-01,9
EGY,2008-12-01,2
EGY,2009-01-01,1
EGY,2009-02-01,2
EGY,2009-03-01,0
EGY,2009-04-01,3
EGY,2009-05-01,4
EGY,2009-06-01,2
EGY,2009-07-01,2
EGY,2009-08-01,0
EGY,2009-09-01,4
EGY,2009-10-01,3
EGY,2009-11-01,3
EGY,2009-12-01,2
EGY,2010-01-01,9
EGY,2010-02-01,8
EGY,2010-03-01,4
EGY,2010-04-01,4
EGY,2010-05-01,5
EGY,2010-06-01,11
EGY,2010-07-01,5
EGY,2010-08-01,2
EGY,2010-09-01,3
EGY,2010-10-01,1
EGY,2010-11-01,4
EGY,2010-12-01,0
EGY,2011-01-01,25
EGY,2011-02-01,36
EGY,2011-03-01,15
EGY,2011-04-01,11
EGY,2011-05-01,12
EGY,2011-06-01,7
EGY,2011-07-01,22
EGY,2011-08-01,19
EGY,2011-09-01,12
EGY,2011-10-01,16
EGY,2011-11-01,31
EGY,2011-12-01,21
EGY,2012-01-01,7
EGY,2012-02-01,6
EGY,2012-03-01,2
EGY,2012-04-01,3
EGY,2012-05-01,8
EGY,2012-06-01,8
EGY,2012-07-01,12
EGY,2012-08-01,20
EGY,2012-09-01,10
EGY,2012-10-01,15
EGY,2012-11-01,22
EGY,2012-12-01,13
EGY,2013-01-01,14
EGY,2013-02-01,27
EGY,2013-03-01,46
EGY,2013-04-01,19
EGY,2013-05-01,20
EGY,2013-06-01,47
EGY,2013-07-01,175
EGY,2013-08-01,138
EGY,2013-09-01,108
EGY,2013-10-01,94
EGY,2013-11-01,78
EGY,2013-12-01,56
EGY,2014-01-01,115
EGY,2014-02-01,57
EGY,2014-03-01,65
EGY,2014-04-01,63
EGY,2014-05-01,44
EGY,2014-06-01,36
EGY,2014-07-01,47
EGY,2014-08-01,63
EGY,2014-09-01,56
EGY,2014-10-01,63
EGY,2014-11-01,70
EGY,2014-12-01,49
EGY,2015-01-01,111
EGY,2015-02-01,77
EGY,2015-03-01,78
EGY,2015-04-01,78
EGY,2015-05-01,95
EGY,2015-06-01,70
EGY,2015-07-01,72
EGY,2015-08-01,49
EGY,2015-09-01,71
EGY,2015-10-01,53
EGY,2015-11-01,38
EGY,2015-12-01,38
EGY,2016-01-01,50
EGY,2016-02-01,47
EGY,2016-03-01,40
EGY,2016-04-01,28
EGY,2016-05-01,52
EGY,2016-06-01,46
EGY,2016-07-01,40
EGY,2016-08-01,28
EGY,2016-09-01,37
EGY,2016-10-01,41
EGY,2016-11-01,40
EGY,2016-12-01,22
EGY,2017-01-01,24
EGY,2017-02-01,37
EGY,2017-03-01,30
EGY,2017-04-01,61
EGY,2017-05-01,44
EGY,2017-06-01,27
EGY,2017-07-01,61
EGY,2017-08-01,25
EGY,2017-09-01,28
EGY,2017-10-01,35
EGY,2017-11-01,30
EGY,2017-12-01,33
EGY,2018-01-01,33
EGY,2018-02-01,35
EGY,2018-03-01,24
EGY,2018-04-01,18
EGY,2018-05-01,18
EGY,2018-06-01,20
EGY,2018-07-01,10
EGY,2018-08-01,22
EGY,2018-09-01,22
EGY,2018-10-01,40
EGY,2018-11-01,54
EGY,2018-12-01,90
EGY,2019-01-01,80
EGY,2019-02-01,33
EGY,2019-03-01,45
EGY,2019-04-01,29
EGY,2019-05-01,50
EGY,2019-06-01,59
EGY,2019-07-01,52
EGY,2019-08-01,41
EGY,2019-09-01,35
EGY,2019-10-01,48
EGY,2019-11-01,28
EGY,2019-12-01,37
EGY,2020-01-01,36
EGY,2020-02-01,50
EGY,2020-03-01,39
EGY,2020-04-01,41
EGY,2020-05-01,69
EGY,2020-06-01,28
EGY,2020-07-01,36
EGY,2020-08-01,62
EGY,2020-09-01,37
EGY,2020-10-01,37
EGY,2020-11-01,34
EGY,2020-12-01,46
EGY,2021-01-01,49
EGY,2021-02-01,30
EGY,2021-03-01,19
EGY,2021-04-01,24
EGY,2021-05-01,16
EGY,2021-06-01,13
EGY,2021-07-01,23
EGY,2021-08-01,22
EGY,2021-09-01,15
EGY,2021-10-01,9
EGY,2021-11-01,18
EGY,2021-12-01,28
EGY,2022-01-01,12
EGY,2022-02-01,16
EGY,2022-03-01,39
EGY,2022-04-01,31
EGY,2022-05-01,9
EGY,2022-06-01,23
EGY,2022-07-01,16
EGY,2022-08-01,27
EGY,2022-09-01,7
EGY,2022-10-01,3
EGY,2022-11-01,5
EGY,2022-12-01,6
EGY,2023-02-01,1
EGY,2023-03-01,3
EGY,2023-04-01,1
EGY,2023-05-01,2
EGY,2023-06-01,2
EGY,2023-07-01,4
EGY,2023-08-01,3
EGY,2023-09-01,1
EGY,2023-10-01,4
EGY,2023-11-01,1
EGY,2023-12-01,1
EGY,2024-01-01,1
EGY,2024-02-01,2
EGY,2024-03-01,3
EGY,2024-04-01,5
EGY,2024-05-01,4
EGY,2024-06-01,1
EGY,2024-07-01,3
EGY,2024-08-01,1
EGY,2024-09-01,3
EGY,2024-10-01,1
EGY,2024-11-01,1
EGY,2024-12-01,4
ETH,2000-01-01,1
ETH,2000-02-01,2
ETH,2000-03-01,4
ETH,2000-04-01,0
ETH,2000-05-01,27
ETH,2000-06-01,22
ETH,2000-07-01,20
ETH,2000-08-01,12
ETH,2000-09-01,1
ETH,2000-10-01,15
ETH,2000-11-01,26
ETH,2000-12-01,5
ETH,2001-01-01,13
ETH,2001-02-01,1
ETH,2001-03-01,6
ETH,2001-04-01,1
ETH,2001-05-01,3
ETH,2001-06-01,3
ETH,2001-07-01,3
ETH,2001-08-01,2
ETH,2001-09-01,4
ETH,2001-10-01,0
ETH,2001-11-01,6
ETH,2001-12-01,0
ETH,2002-01-01,2
ETH,2002-02-01,11
ETH,2002-03-01,16
ETH,2002-04-01,24
ETH,2002-05-01,14
ETH,2002-06-01,32
ETH,2002-07-01,20
ETH,2002-08-01,32
ETH,2002-09-01,10
ETH,2002-10-01,13
ETH,2002-11-01,15
ETH,2002-12-01,31
ETH,2003-01-01,18
ETH,2003-02-01,11
ETH,2003-03-01,0
ETH,2003-04-01,5
ETH,2003-05-01,8
ETH,2003-06-01,1
ETH,2003-07-01,1
ETH,2003-08-01,10
ETH,2003-09-01,7
ETH,2003-10-01,26
ETH,2003-11-01,12
ETH,2003-12-01,16
ETH,2004-01-01,5
ETH,2004-02-01,9
ETH,2004-03-01,7
ETH,2004-04-01,21
ETH,2004-05-01,8
ETH,2004-06-01,16
ETH,2004-07-01,16
ETH,2004-08-01,5
ETH,2004-09-01,3
ETH,2004-10-01,9
ETH,2004-11-01,9
ETH,2004-12-01,5
ETH,2005-01-01,6
ETH,2005-02-01,2
ETH,2005-03-01,4
ETH,2005-04-01,16
ETH,2005-05-01,3
ETH,2005-06-01,13
ETH,2005-07-01,9
ETH,2005-08-01,3
ETH,2005-09-01,7
ETH,2005-10-01,21
ETH,2005-11-01,7
ETH,2005-12-01,4
ETH,2006-01-01,6
ETH,2006-02-01,3
ETH,2006-03-01,7
ETH,2006-04-01,10
ETH,2006-05-01,4
ETH,2006-06-01,2
ETH,2006-07-01,0
ETH,2006-08-01,1
ETH,2006-09-01,6
ETH,2006-10-01,10
ETH,2006-11-01,2
ETH,2006-12-01,2
ETH,2007-01-01,0
ETH,2007-02-01,1
ETH,2007-03-01,0
ETH,2007-04-01,2
ETH,2007-05-01,0
ETH,2007-06-01,5
ETH,2007-07-01,13
ETH,2007-08-01,2
ETH,2007-09-01,2
ETH,2007-10-01,6
ETH,2007-11-01,4
ETH,2007-12-01,4
ETH,2008-01-01,5
ETH,2008-02-01,22
ETH,2008-03-01,8
ETH,2008-04-01,16
ETH,2008-05-01,22
ETH,2008-06-01,2
ETH,2008-07-01,2
ETH,2008-08-01,2
ETH,2008-09-01,4
ETH,2008-10-01,11
ETH,2008-11-01,4
ETH,2008-12-01,13
ETH,2009-01-01,1
ETH,2009-02-01,7
ETH,2009-03-01,6
ETH,2009-04-01,2
ETH,2009-05-01,4
ETH,2009-06-01,8
ETH,2009-07-01,11
ETH,2009-08-01,11
ETH,2009-09-01,12
ETH,2009-10-01,21
ETH,2009-11-01,11
ETH,2009-12-01,1
ETH,2010-01-01,16
ETH,2010-02-01,19
ETH,2010-03-01,16
ETH,2010-04-01,27
ETH,2010-05-01,11
ETH,2010-06-01,4
ETH,2010-07-01,20
ETH,2010-08-01,26
ETH,2010-09-01,13
ETH,2010-10-01,5
ETH,2010-11-01,12
ETH,2010-12-01,7
ETH,2011-01-01,5
ETH,2011-02-01,6
ETH,2011-03-01,6
ETH,2011-04-01,6
ETH,2011-05-01,2
ETH,2011-06-01,3
ETH,2011-07-01,0
ETH,2011-08-01,8
ETH,2011-09-01,26
ETH,2011-10-01,6
ETH,2011-11-01,4
ETH,2011-12-01,6
ETH,2012-01-01,4
ETH,2012-02-01,8
ETH,2012-03-01,5
ETH,2012-04-01,14
ETH,2012-05-01,8
ETH,2012-06-01,10
ETH,2012-07-01,12
ETH,2012-08-01,2
ETH,2012-09-01,5
ETH,2012-10-01,7
ETH,2012-11-01,7
ETH,2012-12-01,37
ETH,2013-01-01,9
ETH,2013-02-01,5
ETH,2013-03-01,4
ETH,2013-04-01,8
ETH,2013-05-01,5
ETH,2013-06-01,2
ETH,2013-07-01,22
ETH,2013-08-01,6
ETH,2013-09-01,5
ETH,2013-10-01,6
ETH,2013-11-01,20
ETH,2013-12-01,19
ETH,2014-01-01,6
ETH,2014-02-01,1
ETH,2014-03-01,2
ETH,2014-04-01,16
ETH,2014-05-01,6
ETH,2014-06-01,13
ETH,2014-07-01,3
ETH,2014-08-01,1
ETH,2014-09-01,6
ETH,2014-10-01,2
ETH,2014-11-01,0
ETH,2014-12-01,3
ETH,2015-01-01,1
ETH,2015-02-01,0
ETH,2015-03-01,0
ETH,2015-04-01,0
ETH,2015-05-01,0
ETH,2015-06-01,4
ETH,2015-07-01,3
ETH,2015-08-01,17
ETH,2015-09-01,12
ETH,2015-10-01,14
ETH,2015-11-01,21
ETH,2015-12-01,119
ETH,2016-01-01,73
ETH,2016-02-01,89
ETH,2016-03-01,53
ETH,2016-04-01,11
ETH,2016-05-01,23
ETH,2016-06-01,25
ETH,2016-07-01,33
ETH,2016-08-01,92
ETH,2016-09-01,39
ETH,2016-10-01,48
ETH,2016-11-01,43
ETH,2016-12-01,22
ETH,2017-01-01,23
ETH,2017-02-01,24
ETH,2017-03-01,29
ETH,2017-04-01,29
ETH,2017-05-01,12
ETH,2017-06-01,16
ETH,2017-07-01,25
ETH,2017-08-01,23
ETH,2017-09-01,37
ETH,2017-10-01,26
ETH,2017-11-01,33
ETH,2017-12-01,32
ETH,2018-01-01,25
ETH,2018-02-01,26
ETH,2018-03-01,48
ETH,2018-04-01,48
ETH,2018-05-01,38
ETH,2018-06-01,70
ETH,2018-07-01,42
ETH,2018-08-01,43
ETH,2018-09-01,34
ETH,2018-10-01,37
ETH,2018-11-01,25
ETH,2018-12-01,47
ETH,2019-01-01,15
ETH,2019-02-01,9
ETH,2019-03-01,8
ETH,2019-04-01,8
ETH,2019-05-01,8
ETH,2019-06-01,9
ETH,2019-07-01,6
ETH,2019-08-01,10
ETH,2019-09-01,12
ETH,2019-10-01,14
ETH,2019-11-01,21
ETH,2019-12-01,13
ETH,2020-01-01,22
ETH,2020-02-01,22
ETH,2020-03-01,19
ETH,2020-04-01,14
ETH,2020-05-01,23
ETH,2020-06-01,25
ETH,2020-07-01,16
ETH,2020-08-01,34
ETH,2020-09-01,16
ETH,2020-10-01,19
ETH,2020-11-01,243
ETH,2020-12-01,169
ETH,2021-01-01,160
ETH,2021-02-01,158
ETH,2021-03-01,164
ETH,2021-04-01,93
ETH,2021-05-01,38
ETH,2021-06-01,63
ETH,2021-07-01,110
ETH,2021-08-01,203
ETH,2021-09-01,127
ETH,2021-10-01,110
ETH,2021-11-01,208
ETH,2021-12-01,133
ETH,2022-01-01,118
ETH,2022-02-01,75
ETH,2022-03-01,95
ETH,2022-04-01,102
ETH,2022-05-01,70
ETH,2022-06-01,123
ETH,2022-07-01,94
ETH,2022-08-01,118
ETH,2022-09-01,145
ETH,2022-10-01,132
ETH,2022-11-01,129
ETH,2022-12-01,78
ETH,2023-01-01,98
ETH,2023-02-01,44
ETH,2023-03-01,51
ETH,2023-04-01,44
ETH,2023-05-01,94
ETH,2023-06-01,85
ETH,2023-07-01,102
ETH,2023-08-01,194
ETH,2023-09-01,185
ETH,2023-10-01,160
ETH,2023-11-01,189
ETH,2023-12-01,151
ETH,2024-01-01,143
ETH,2024-02-01,214
ETH,2024-03-01,227
ETH,2024-04-01,253
ETH,2024-05-01,220
ETH,2024-06-01,227
ETH,2024-07-01,238
ETH,2024-08-01,255
ETH,2024-09-01,165
ETH,2024-10-01,245
ETH,2024-11-01,240
ETH,2024-12-01,148
GHA,2000-01-01,0
GHA,2000-02-01,0
GHA,2000-03-01,0
GHA,2000-04-01,1
GHA,2000-05-01,0
GHA,2000-06-01,0
GHA,2000-07-01,0
GHA,2000-08-01,0
GHA,2000-09-01,0
GHA,2000-10-01,0
GHA,2000-11-01,3
GHA,2000-12-01,4
GHA,2001-01-01,0
GHA,2001-02-01,0
GHA,2001-03-01,1
GHA,2001-04-01,1
GHA,2001-05-01,2
GHA,2001-06-01,0
GHA,2001-07-01,0
GHA,2001-08-01,0
GHA,2001-09-01,0
GHA,2001-10-01,2
GHA,2001-11-01,0
GHA,2001-12-01,1
GHA,2002-01-01,1
GHA,2002-02-01,0
GHA,2002-03-01,5
GHA,2002-04-01,0
GHA,2002-05-01,0
GHA,2002-06-01,1
GHA,2002-07-01,0
GHA,2002-08-01,0
GHA,2002-09-01,0
GHA,2002-10-01,0
GHA,2002-11-01,0
GHA,2002-12-01,0
GHA,2003-01-01,3
GHA,2003-02-01,2
GHA,2003-03-01,1
GHA,2003-04-01,2
GHA,2003-05-01,0
GHA,2003-06-01,0
GHA,2003-07-01,0
GHA,2003-08-01,1
GHA,2003-09-01,1
GHA,2003-10-01,0
GHA,2003-11-01,1
GHA,2003-12-01,0
GHA,2004-01-01,0
GHA,2004-02-01,0
GHA,2004-03-01,0
GHA,2004-04-01,0
GHA,2004-05-01,0
GHA,2004-06-01,0
GHA,2004-07-01,1
GHA,2004-08-01,0
GHA,2004-09-01,0
GHA,2004-10-01,1
GHA,2004-11-01,2
GHA,2004-12-01,2
GHA,2005-01-01,0
GHA,2005-02-01,1
GHA,2005-03-01,1
GHA,2005-04-01,0
GHA,2005-05-01,0
GHA,2005-06-01,0
GHA,2005-07-01,0
GHA,2005-08-01,1
GHA,2005-09-01,0
GHA,2005-10-01,0
